Doc_name,Page_num,Paragraph_num,Paragraph_content,Paragraph_length,SA_label,17 SDG Alignment,GRI Topic Alignment,Informative & Non-Informative/Vague Sustainability Text Identification,Qualitative & Quantitative Sustainability Text Identification,High Potential Greenwashing Detection,Climate Alignment,GRI Climate Alignment,GRI Climate Action (SDG13) Alignment,Climate Action (SDG13) Alignment
Iron2023.pdf,43,2,"Simply put, we wanted to understand sustainability topics that affect our business while simultaneously understanding how our business decisions impact society and the environment. We used the following factors recommended by GRI to determine our material topics and complete our materiality assessment: • An inventory of our organizational values, policies, strategies, management systems, goals, and targets • An assessment of our core competencies and their contributions to the United Nations Sustainable Development Goals (SDGs) • A review of topics and future challenges for our sector, as identified by competitors, industry groups, and internationally recognized sustainability standards boards and reporting frameworks • A review of laws, regulations, international agreements, and voluntary agreements of strategic significance to our organization • A comprehensive survey of the interest and expectations of stakeholders. ",107,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,43,3,"The materiality results overview below fulfills the requirements for GRI disclosures 3-1-a, 3-1-b, 3-2-a, and 3-2-b: • How we identified positive and negative impacts, both actual and potential, on the economy, environment, and people, including impacts on their human rights and across their activities and business relationships • How we prioritized the impacts for reporting based on their significance • The stakeholders and experts whose views have informed the process of determining our material topics • A list of material topics • Changes to the list of material topics compared to the previous reporting period. ",80,Relevant,SDG_12: Responsible Consumption,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,1,"The stakeholder engagement component of our materiality assessment included perspectives from our employees, customers, suppliers, nonprofit partners, and investors. Our collection methods included surveys and interviews, as well as research of publicly available materials produced by our stakeholders. Participants were asked to evaluate potential topic areas, provide feedback on the relative importance of topic areas based on their relationship with Iron Mountain, and consider how Iron Mountain affects our stakeholders, society, and the environment.",62,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,2,"Inventory of our organizational values, policies, strategies, management systems, goals, and targets • Iron Mountain purpose statement, values (2022 Sustainability Report, page 5) • Business overview (2022 Form 10-K page 1) • Business strategy (2022 Form 10K page 1) • Iron Mountain products and services overview (Iron Mountain webpage) • Iron Mountain sustainability pillars (2022 Sustainability Report, page 6) • Iron Mountain sustainability goals (2023 Sustainability Report, pages 8-9)",40,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,3,"GRI 1: Foundation 2021 defines the impact as the “effect the organization has or could have on the economy, environment, and people, including on their human rights, which in turn can indicate its contribution (negative or positive) to sustainable development.” The impact areas are considered for their alignment with the United Nations Sustainable Development Goals (SDGs) to effectively communicate Iron Mountain’s “contribution to sustainable development.” See Appendix B: Sustainable Development Goals (2022 Sustainability Report).",57,Relevant,SDG_11: Sustainable Cities,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,4,"A review of topics and future challenges for our sector, as identified by competitors, industry groups, and internationally recognized sustainability standards boards and reporting frameworks • Sustainability Accounting Standards Board® (SASB) Real Estate Services Industry Standards • Sustainability Accounting Standards Board® (SASB) Air Freight and Logistics Industry standards • National Association of Real Estate Investment Trusts (NAREIT) Practical Reference for ESG Implementation and Reporting • Association for Information and Image Management (AIIM) 2021 State of the Intelligent Information Management Industry • Peer and competitor sustainability reports. ",70,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,5,"A review of laws, regulations, international agreements, and voluntary agreements of strategic significance to our organization • Iron Mountain 2021 Form 10-K Item 1A Risk Factors • Iron Mountain 2022 CDP Response • Iron Mountain 2021 Corporate Responsibility Report. ",27,Relevant,SDG_16: Peace,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,44,6,Surveys and interviews as well as research of publicly available materials were produced by our stakeholders. See the summary in the (2022 Sustainability Report page 52).,23,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,45,1,"Employees • Employee engagement surveys • Performance evaluations, including end-of-year discussions and periodic career conversations • Feedback via frontline managers in daily pre-shift meetings and monthly team meetings • Roundtable discussions held with employees • Multiple one-way and two-way communication channels and internal digital platforms • Surveys as part of materiality assessment; sample consisted of 80 employees including executive leadership, business unit and operational leadership, sustainability subject matter experts, and frontline workers. ",55,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,45,2,"Customers • Regular customer feedback collected via Customer Advisory Board (CAB), customer experience surveys, and Service Experience follow-up calls from the Customer Advocacy Center • Regular customer-initiated requests for information or annual audits • Educational series • Webinars • Association event attendance as sponsor/presenter • Surveys of customers as part of materiality assessment identified by the Customer Experience team. ",47,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,45,3,"Suppliers • Association event attendance as sponsor/presenter • Request for proposal, requests for information, and contract initiation and execution • Regular business reviews • Surveys of suppliers as part of materiality assessment as identified by Global Procurement. ",29,Relevant,SDG_12: Responsible Consumption,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,45,4,Nonprofit partners • Feedback from partner organizations and grant recipients • Discussions with prospective grant recipients • Partner presentations to employee groups • Volunteer events and activities • Surveys and interviews of nonprofit partners as part of materiality assessment and identified by the manager of Community Engagement. ,41,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,46,1,High impact on Iron Mountain • Enterprise risk management • Innovative products • Customer support and satisfaction • Talent attraction • Delivering on sustainability commitments • Facilities security and emergency response. ,24,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,46,2,"High impact on environment and society and Iron Mountain • Data privacy and protection • Compliance and business ethics • Greenhouse gas emissions • Energy use • Diversity, equity, and inclusion • Employee health, safety, wellbeing, and wages • Human rights • Resilient operations. ",30,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,48,1,"The Global Reporting Initiative (GRI) provides the world’s most widely used framework for sustainability reporting. The GRI Standards offer a structured format to coherently and comprehensively share information about material issues, performance metrics, and the management of sustainability-related issues within the organization. This report has been prepared in accordance with the GRI Standards GRI 1: Foundation 2021.",48,Relevant,SDG_12: Responsible Consumption,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,48,2,GRI 2: General disclosures 2021 2-1 Organizational details All 2023 Form 10-K 2-2 Entities included in the organization’s sustainability reporting 2-2-a 2023 Form 10-K 2-2-b There are no differences between the entities included in our sustainability reporting and the entities listed in our audited consolidated financial statements filed on public record.,38,Relevant,SDG_8: Economic Growth,General,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,48,3,2-2-c We do not make adjustments to information for minority interests in our Sustainability Report. Our sustainability reporting includes all entities under operational control during the reporting period.,25,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,48,4,The Scope 1 totals for 2019–2022 have been updated to reflect the GHG Protocol recommendation that emissions that are part of the Montreal Protocol be reported outside the scope of a company’s corporate inventory. GHG emissions that are part of the Montreal Protocol have been moved to a table of “other greenhouse gas emissions.” See page 31.,50,Relevant,SDG_13: Climate Action,Environmental,Informative,Qualitative,Low Potential Greenwashing,Climate,GRI 305,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,48,5,"Statement of use: Iron Mountain has reported the information cited in this GRI content index for the period January 1, 2023–December 31, 2023, with reference to the GRI Standards.",23,Relevant,SDG_13: Climate Action,General,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,49,1,"GRI 2: General disclosures 2021 2-5 External assurance All Statement of Assurance, Appendix B, page 65 2-6 Activities, value chain, and other business relationships All 2023 Form 10-K There are no significant changes in the organization’s sectors, value chain, and other business relationships compared to the previous reporting period.",34,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,49,2,"2-7 Employees All Performance Tables, pages 31-41 There were no significant fluctuations in the number of employees during the reporting period and between reporting periods.",21,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,49,3,"2-9 Governance structure and composition All 2024 Proxy Statement 2-10 Nomination and selection of the highest governance body All 2024 Proxy Statement 2-11 Chair of the highest governance body All 2024 Proxy Statement 2-12 Role of the highest governance body in overseeing the management of impacts 2-12-a Sustainability Governance, page 7 2-12-b Materiality and Stakeholder Assessment, pages 43-46 2-12-c Sustainability Governance, page 7",43,Relevant,SDG_11: Sustainable Cities,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,50,1,GRI 2: General disclosures 2021 2-13 Delegation of responsibility for managing impacts All See GRI 3: Material Topics pages 60-62 2-14 Role of the highest governance body in sustainability reporting All Iron Mountain TCFD Report 2-15 Conflicts of interest All Code of Ethics and Business Conduct 2-16 Communication of critical concerns All Code of Ethics and Business Conduct 2-17 Collective knowledge of the highest governance body All See GRI 3: Material Topics pages 60-62 2-18 Evaluation of the performance of the highest governance body All 2024 Proxy Statement 2-19 Remuneration policies All 2024 Proxy Statement 2-20 Process to determine remuneration All 2024 Proxy Statement. ,81,Relevant,SDG_16: Peace,General,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,51,1,GRI 2: General disclosures 2021 2-21 Annual total compensation ratio All 2024 Proxy Statement 2-22 Statement on sustainable development strategy All Iron Mountain Communication on Progress 2023 to the United Nations Global Compact 2-23 Policy commitments 2-23-a Code of Ethics and Business Conduct 2-23-b Human Rights Policy 2-23-c 2-23-d 2-23-e 2-23-f 2-24 Embedding policy commitments All. ,38,Relevant,SDG_8: Economic Growth,General,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,52,1,"In 2023, there were 172 cases reported through the Iron Mountain Human Rights Policy Ethics Line. In any instance where a substantiated violation was identified, appropriate action was taken.",24,Relevant,SDG_16: Peace,Social,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,52,2,"Aerospace Industries Association (AIA), Allegheny Conference, ARMA International (ARMA), Armed Forces Communications and Electronics Association (AFCEA), Association for Information and Image Management (AIIM), Association of Corporate Counsel (ACC), BSR, Business-Government Relations Council, Clean Energy Buyers Association (CEBA), Circular Electronics Partnership (CEP), Data Center Coalition (DCC), Digital Pathology Association (DPA), Disability: IN, Healthcare Information and Management Systems Society (HIMSS), Healthcare Plastics Recycling Council (HPRC), Information Technology Industry Council (ITI), International Secure Information Governance & Management Association™ (iSigma), National Association for Business Political Action Committees (NABPAC), National Association of Real Estate Investments Trusts (Nareit®), National Minority Supplier Development Council (NMSDC), Northern Virginia Technology Council, Pennsylvania Chamber of Commerce, Supply Nation Australia, Sustainable Brands corporate members, The New England Council, Women’s Business Enterprise National Council (WBENC) 2-29 Approach to stakeholder engagement All Materiality and Stakeholder Assessment, pages 43-46 2-30 Collective bargaining agreements 2-30-a Performance Tables, pages 31-41. ",104,Relevant,SDG_9: Industry & Innovation,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,52,3,"GRI 3: Material topics 2021 3-1 Process to determine material topics All Materiality and Stakeholder Assessment, pages 43-46 3-2 List of material topics All Materiality and Stakeholder Assessment, pages 43-46 Iron Mountain completed a materiality assessment in 2022 using a double-materiality assessment process.",31,Relevant,SDG_8: Economic Growth,Economic,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,53,1,GRI 205: Anti-corruption 2016 205-2 Communication and training about anti-corruption policies and procedures 205-2-a All governance body members have access to our organization’s anti-corruption policies and procedures through our policy center and our Code of Ethics and Business Conduct.,29,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,53,2,205-2-c All business partners have access to our organization’s anti-corruption policies and procedures through our Code of Ethics and Business Conduct and our Supplier Code of Conduct.,23,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,53,3,"Our annual Code of Ethics training, which is a mandatory annual training for all employees around the globe, is part of a global compliance training strategy. In addition to the Code of Ethics training, employees are required to complete assigned compliance training programs in accordance with our Compliance Training Strategy based on their role and legal requirements. Iron Mountain requires employees in Legal, Sales, Real Estate, Finance, HR, Procurement, Marketing, and other functions to complete an annual anti-bribery and anti-corruption course.",66,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,54,1,"Iron Mountain’s primary business activities include information management, storage, and destruction. Physical input materials for Iron Mountain’s products and services, including recycled input materials, are limited. A significant source of the materials we purchase is the corrugated cardboard boxes used to store our customers’ records. Given this significant volume, we carefully select the boxes we purchase to minimize environmental impacts. The Iron Mountain EcoBox is made from at least 65% recycled materials and 35% sustainably managed forests. The boxes are certified by the Forest Stewardship Council (FSC), a group that works to ensure forests are properly and responsibly maintained to meet economic needs, conserve biodiversity and preserve species, while also taking into account land rights and the rights of Indigenous communities and workers. These boxes are recycled once they reach the end of their storage life. Iron Mountain purchased approximately 15 million boxes that met the FSC certification requirements in 2023.",129,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,55,1,GRI 303: Water and effluents 2018 303-1 Interactions with water as a shared resource All This information will be available as part of Iron Mountain’s 2024 public CDP Water response. We intend that this response will be made available on our sustainability webpage after its publication in 2024.,40,Relevant,SDG_6: Clean Water & Sanitation,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 303,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,56,1,"In addition to our own waste stream, Iron Mountain is committed to being a responsible partner to our customers. To this end, we continuously seek innovative ways to help minimize the environmental impacts of our service offerings. One example is our Secure IT Asset Disposition (SITAD) service in the United States, which provides a safe and responsible way for our customers to dispose of or recycle their electronic waste. As an E-stewards Enterprise, when customers choose Iron Mountain for the disposal of their electronic waste, they are assured that all of our processors meet stringent environmental and social standards. We also offer secure destruction of paper documents and used boxes through our shredding service. This offering provides a safe and environmentally conscious solution for our customers looking to dispose of documents. We offer onsite and offsite shredding services on a one-time or recurring basis to tailor each solution to the customer’s needs. One hundred percent of paper shredded through this service is recycled, and customers using this service are given reports that outline the environmental benefits attributed to their document disposal.",163,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,56,2,"In 2023, we helped our customers to responsibly dispose of • 20,934 tons of e-waste • 9,037 tons of backup tapes and miscellaneous media • 1,989 tons of X-ray film • 2,067 tons of plastic pharmacy bottles • 483,490 tons of cardboard and paper 306-2 Management of significant waste-related impacts All Iron Mountain CDP Response Iron Mountain TCFD Report 306-3 Waste generated All Performance Tables, pages 31-41 306-4 Waste diverted from disposal All Performance Tables, pages 31-41 306-5 Waste directed to disposal All Performance Tables, pages 31-41. ",61,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
Iron2023.pdf,57,1,"U.S. full-time employees regularly scheduled to work 30 or more hours per week are eligible for benefits. Part-time U.S. employees regularly scheduled to work between 20 and 29 hours per week are eligible for certain benefits including a Savings Medical Plan, Dental, Vision, Resources for Living EAP Program, Commuter Benefits, Wellbeing and Incentives, 401(k) plan, and voluntary benefits such as Critical Illness, Accident Insurance, Legal Plan, Hospital Indemnity, and Identity Theft.",50,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,57,2,"Iron Mountain’s parental and maternity benefits vary by country in order to ensure compliance with local laws and regulations. In the United States, our parental leave policy provides up to eight weeks of fully paid leave to birth and nonbirth parents. This benefit provides 100% of pay for up to eight weeks and can be taken all at once or intermittently in weekly increments to provide important flexibility. New parents are offered a variety of resources, including a virtual family planning program with a dedicated Care Advocate, backup dependent care, Resources for Living EAP, and a Dependent Care Flexible Spending Account.",90,Relevant,SDG_5: Gender Equlaity,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,57,3,Iron Mountain has implemented an occupational health and safety management system in alignment with the standards developed in the creation of ISO 45001.,22,Relevant,SDG_3: Good Health,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,57,4,"Iron Mountain’s occupational health and safety policy applies to all employees, customers, visitors, or other parties of wholly owned entities and majority-owned joint ventures who perform services for or on behalf of Iron Mountain regardless of the capacity in which they do so in geographies, business lines, and functions in which we operate.",45,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,58,1,"GRI 404: Training and education 2016 404-1 Average hours of training per year per employee All Performance Tables, pages 31-41 404-2 Programs for upgrading employee skills and transition assistance programs 404-2-a Training and Development, page 22. ",25,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,59,1,"GRI 405: Diversity and equal opportunity 2016 405-1 Diversity of governance bodies and employees All Performance Tables, pages 31-41 405-2 Ratio of basic salary and remuneration of women to men All Performance Tables, pages 31-41. ",25,Relevant,SDG_5: Gender Equlaity,Social,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,59,2,"List of partners and other organizations funded in 2023: Appalshop, CyArk, Lincoln Presidential Library Foundation, People’s Palace Projects, World Monuments Fund, Lemontree, St. Mary’s Center for Women and Children, Massachusetts Wonderfund, Me & Korea, Girls Inc. of Greater Atlanta, Pauli Murray Center of History and Social Justice. ",30,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iron2023.pdf,60,1,"Our Code of Ethics and Business Conduct sets forth our policies and standards on a variety of topics, such as safety and security, inclusion and diversity, harassment and discrimination, conflicts of interest, bribery and corruption, environment and sustainability, and human rights and privacy considerations, among others. We also offer an opportunity for anyone to report incidents of fraud, waste, abuse, corruption, or any other ethical or human rights concerns to our Ethics Line. An independent company operates the Ethics Line, and individuals who report concerns can choose to remain anonymous (where law permits). Our robust compliance training program is a critical way we ensure that we meet our customers’ expectations, abide by all regulatory requirements, and adhere to all internal and external policies. Employees are required to complete regulatory training annually. Courses are assigned based on a variety of factors, including role, access to information, policy, regulations, and law. Our process encourages participation and accountability to ensure that employees complete their annual compliance training requirements. Our Compliance Training Curriculum is dynamic and tailored to ensure we maintain our certifications, meet our commitments to our customers, and deliver value to all stakeholders (including our employees) by reducing mistakes and unnecessary expenses.",166,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,60,2,"Our stakeholders place significant trust in us to manage their valuable information and assets and deliver services with as little interruption as possible. To do this, we must effectively identify, assess, and manage risk. Our Risk Management team has developed a comprehensive global framework for reducing risks based on four dimensions: degree of impact, likelihood of occurrence, control effectiveness, and risk tolerance. As part of our enterprise risk management (ERM) process, we undertake an annual risk assessment to identify and quantify these risks along these dimensions. The Risk Management team regularly engages with business unit and operational leads around these risks through the ERM Steering Committee and with executive leadership through the Enterprise Risk Committee (ERC). The board of directors reviews the company’s overall risk position and management processes. The Risk and Safety Committee has the primary responsibility for assisting the board with oversight of the Company’s Enterprise Risk Management (ERM) program.",133,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,60,3,"The economic success of our business determines Iron Mountain’s ability to create value for all of our stakeholders, including shareholders, employees, partners, and the communities in which we work. The topics described here are material to our shareholders and our employees. Iron Mountain’s strategy, financial performance, and risk management are the responsibility of the executive leadership team under the oversight of the board of directors. Annual targets are established across all aspects of financial performance, and performance against these targets is monitored throughout the year. When deviations from projections and goals are anticipated, a variety of remedial actions are considered, including cost-saving measures, enhanced revenue generation, and other measures as deemed appropriate.",93,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,60,4,"GRI 205: Anti-corruption 2016 Our Code of Ethics and Business Conduct demands that we respect and comply with fair competition and antitrust requirements worldwide. This includes legal requirements, as well as our company policies and procedures.",30,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,60,5,"Iron Mountain believes that a free and competitive marketplace offers us the best opportunity to succeed. By delivering value and providing best-in-class service, we strive to outperform the competition and build long-term trust with our customers. We recognize that even the appearance of unfairness or deception in our competitive practices can directly impact our chances of success. Our Code of Ethics and Business Conduct also demands that we be aware of and respect fair competition and antitrust requirements worldwide. This includes legal requirements as well as our company policies and procedures. Employees who may come into contact with competitors or competitively sensitive information are required to complete Antitrust and Fair Competition training and to certify to company policies.",109,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,61,1,"Additional information about our management of environmental topics can be found in the Iron Mountain Environmental Policy and the Iron Mountain Task Force for Climate-related Financial Disclosures (TCFD) Report. Iron Mountain strives to responsibly limit our impact on the environment. Our service offerings include solutions that support our customers in reducing their own environmental impacts, and we regularly assess these offerings to ensure they are meeting our customers’ needs. The topics described here are relevant to our employees, customers, partners, and, indirectly, to our shareholders. The Risk and Safety Committee of the board of directors considers climate risks as part of the corporate risk evaluation process and receives quarterly reports on climate risk. The Senior Director of Sustainability, who reports to the Executive Vice President, General Counsel and Secretary (a member of our Executive Leadership Team led by the CEO), has responsibility for our sustainability strategy. The Senior Vice President, Global Real Estate, who reports through the Senior Vice President, Global Business Service to the Chief Financial Officer (a member of our Executive Leadership Team led by the CEO), has operational responsibility for environmental management. Our Global Environmental Policy outlines our commitments, processes, and responsibilities to and for environmental management. Our Code of Ethics and Business Conduct includes our views on protecting the environment and building sustainability. The Chief Procurement Officer is responsible for overseeing corporate-wide purchasing. Current efforts to measure and reduce environmental impacts at sites and regional levels are regularly assessed through data collection and analysis. Emissions resulting from energy use, direct releases of GHG emissions and business travel are closely tracked. Additionally, some metrics, such as energy use and utility spend, are reviewed at least twice a year at the Executive Vice President level.",249,Relevant,SDG_8: Economic Growth,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Economical Aspect (GRI 201),Climate Action (SDG13)
Iron2023.pdf,61,2,"Information about Iron Mountain’s management of human rights topics can be found in the Iron Mountain Human Rights Policy. Iron Mountain is a signatory to the UN Global Compact, a voluntary initiative based on CEO commitments to implement universal sustainability principles and to undertake partnerships in support of UN goals. This demonstrates our ongoing commitment to upholding human rights, including the elimination of discrimination, forced labor, and child labor.",61,Relevant,SDG_16: Peace,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,61,3,"Our Code of Ethics and Business Conduct guides the behavior and culture of our workforce, allowing us to put our values into action every day. Our Chief Compliance Officer is responsible for monitoring compliance with the Code. He presents to the full board on an annual basis and attends each regularly scheduled Audit Committee meeting to uphold an ongoing dialogue that includes addressing evolving risks and, when necessary, enhancing our standards, controls, training, and monitoring mechanisms. The Chief Compliance Officer reports to the EVP, General Counsel and Secretary.",77,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,61,4,"GRI 401: Employment 2016 Our Senior Vice President of Total Rewards oversees enterprise-wide compensation and benefits with a team of internationally based compensation and benefit professionals. Our Vice President, HR Services and Operations, oversees enterprise-wide talent acquisition with a team of internationally based talent acquisition and recruiting professionals.",40,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,61,5,"Meeting our commitment to operate safely and responsibly is overseen by the EVP, Chief Risk Officer. Our Global Health and Safety Policy defines the basic requirements of our health and safety management system and serves as the foundation of our safety endeavors. The Risk and Safety Committee, based on reports provided by the Company’s management, monitors the adequacy of material fire, health, safety, security, business continuity, chain of custody, cybersecurity and information security, and risk management strategies and systems for the reporting of accidents, incidents and risks, and material investigations and remedial actions.",77,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,61,6,"The Vice President, Global Talent Management, reports to the Chief Human Resources Officer and oversees a team including the Senior Program Manager, Global Talent Solutions, who implement our enterprise-wide learning and development framework.",27,Relevant,SDG_4: Quality Education,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
Iron2023.pdf,62,1,"The Chief Human Resources Officer is responsible for the policies for diversity and equal opportunity and reports to our CEO. Inclusion, diversity, and preventing harassment and discrimination are addressed in our Code of Ethics and Business Conduct.",33,Relevant,SDG_16: Peace,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
